Codigo,Nombre,Grupo,Creditos,Dia_1,Inicio_1,Fin_1,Dia_2,Inicio_2,Fin_2,REQUISITO_1,REQUISITO_2,REQUISITO_3,CORREQUISISTO
FI1201,Laboratorio física general I,15,1,JUE,17:00,18:50,,,,No hay,0,0,FI1101
FI1201,Laboratorio física general I,1,1,MAR,07:30,09:20,,,,No hay,0,0,FI1101
FI1201,Laboratorio física general I,19,1,MAR,09:30,11:20,,,,No hay,0,0,FI1101
FI1201,Laboratorio física general I,25,1,JUE,09:30,11:20,,,,No hay,0,0,FI1101
FI1202,Laboratorio física general II,1,1,MAR,09:30,11:20,,,,FI1201,0,0,FI1102
FI1202,Laboratorio física general II,2,1,MAR,13:00,14:50,,,,FI1201,0,0,FI1102
FI1202,Laboratorio física general II,4,1,MIE,07:30,09:20,,,,FI1201,0,0,FI1102
FI1202,Laboratorio física general II,7,1,JUE,09:30,11:20,,,,FI1201,0,0,FI1102
FI1202,Laboratorio física general II,8,1,VIE,13:00,14:50,,,,FI1201,0,0,FI1102
FI1202,Laboratorio física general II,5,1,MIE,09:30,11:20,,,,FI1201,0,0,FI1102
FI1202,Laboratorio física general II,6,1,MIE,15:00,16:50,,,,FI1201,0,0,FI1102
FI1202,Laboratorio física general II,9,1,MIE,13:00,14:50,,,,FI1201,0,0,FI1102
FI1202,Laboratorio física general II,3,1,MAR,17:00,18:50,,,,FI1201,0,0,FI1102
MA1102,Cálculo diferencial e integral,2,4,JUE,07:30,10:20,MAR,07:30,09:20,MA0101,0,0,No hay
MA1102,Cálculo diferencial e integral,9,4,JUE,17:00,18:50,MAR,17:00,19:50,MA0101,0,0,No hay
MA1102,Cálculo diferencial e integral,10,4,JUE,18:00,19:50,MAR,18:00,20:50,MA0101,0,0,No hay
MA1102,Cálculo diferencial e integral,17,4,MIE,16:00,18:50,VIE,16:00,17:50,MA0101,0,0,No hay
MA1102,Cálculo diferencial e integral,12,4,MIE,07:30,10:20,VIE,07:30,09:20,MA0101,0,0,No hay
MA1102,Cálculo diferencial e integral,21,4,SAB,07:30,12:20,,,,MA0101,0,0,No hay
MA1102,Cálculo diferencial e integral,20,4,MIE,18:00,20:50,VIE,18:00,19:50,MA0101,0,0,No hay
MA1102,Cálculo diferencial e integral,3,4,JUE,09:30,12:20,MAR,09:30,11:20,MA0101,0,0,No hay
MA1102,Cálculo diferencial e integral,7,4,JUE,16:00,17:50,MAR,16:00,18:50,MA0101,0,0,No hay
MA1102,Cálculo diferencial e integral,19,4,MIE,17:00,19:50,VIE,17:00,18:50,MA0101,0,0,No hay
MA1102,Cálculo diferencial e integral,14,4,MIE,09:30,12:20,VIE,10:30,12:20,MA0101,0,0,No hay
MA1102,Cálculo diferencial e integral,16,4,MIE,15:00,17:50,VIE,15:00,16:50,MA0101,0,0,No hay
MA1102,Cálculo diferencial e integral,15,4,MIE,13:00,15:50,VIE,13:00,14:50,MA0101,0,0,No hay
MA1102,Cálculo diferencial e integral,4,4,JUE,10:30,12:20,MAR,09:30,12:20,MA0101,0,0,No hay
MA1102,Cálculo diferencial e integral,11,4,MIE,07:30,09:20,VIE,07:30,10:20,MA0101,0,0,No hay
MA1102,Cálculo diferencial e integral,6,4,JUE,15:00,17:50,MAR,15:00,16:50,MA0101,0,0,No hay
MA1102,Cálculo diferencial e integral,13,4,MIE,10:30,12:20,VIE,09:30,12:20,MA0101,0,0,No hay
MA1102,Cálculo diferencial e integral,18,4,MIE,17:00,19:50,VIE,17:00,18:50,MA0101,0,0,No hay
MA1102,Cálculo diferencial e integral,1,4,JUE,07:30,09:20,MAR,07:30,10:20,MA0101,0,0,No hay
MA1102,Cálculo diferencial e integral,8,4,JUE,16:00,17:50,MAR,15:00,17:50,MA0101,0,0,No hay
MA1102,Cálculo diferencial e integral,5,4,JUE,13:00,14:50,MAR,13:00,15:50,MA0101,0,0,No hay
MA1102,Cálculo diferencial e integral,22,4,MIE,16:00,18:50,VIE,16:00,17:50,MA0101,0,0,No hay
MA1103,Cálculo y álgebra lineal,11,4,MIE,07:30,09:20,VIE,07:30,09:20,MA1102,0,0,No hay
MA1103,Cálculo y álgebra lineal,9,4,JUE,18:00,19:50,MAR,18:00,19:50,MA1102,0,0,No hay
MA1103,Cálculo y álgebra lineal,7,4,JUE,16:00,17:50,MAR,16:00,17:50,MA1102,0,0,No hay
MA1103,Cálculo y álgebra lineal,18,4,SAB,07:30,11:20,,,,MA1102,0,0,No hay
MA1103,Cálculo y álgebra lineal,14,4,MIE,15:00,16:50,VIE,15:00,16:50,MA1102,0,0,No hay
MA1103,Cálculo y álgebra lineal,16,4,MIE,17:00,18:50,VIE,17:00,18:50,MA1102,0,0,No hay
MA1103,Cálculo y álgebra lineal,1,4,JUE,07:30,09:20,MAR,07:30,09:20,MA1102,0,0,No hay
MA1103,Cálculo y álgebra lineal,4,4,JUE,13:00,14:50,MAR,13:00,14:50,MA1102,0,0,No hay
MA1103,Cálculo y álgebra lineal,2,4,JUE,07:30,09:20,MAR,07:30,09:20,MA1102,0,0,No hay
MA1103,Cálculo y álgebra lineal,3,4,JUE,09:30,11:20,MAR,09:30,11:20,MA1102,0,0,No hay
MA1103,Cálculo y álgebra lineal,6,4,JUE,15:00,16:50,MAR,15:00,16:50,MA1102,0,0,No hay
MA1103,Cálculo y álgebra lineal,10,4,JUE,18:00,19:50,MAR,18:00,19:50,MA1102,0,0,No hay
MA1103,Cálculo y álgebra lineal,13,4,MIE,13:00,14:50,VIE,13:00,14:50,MA1102,0,0,No hay
MA1103,Cálculo y álgebra lineal,8,4,JUE,17:00,18:50,MAR,17:00,18:50,MA1102,0,0,No hay
MA1103,Cálculo y álgebra lineal,12,4,MIE,09:30,11:20,VIE,09:30,11:20,MA1102,0,0,No hay
MA1103,Cálculo y álgebra lineal,19,4,JUE,07:30,11:20,,,,MA1102,0,0,No hay
MA1103,Cálculo y álgebra lineal,5,4,JUE,13:00,14:50,MAR,13:00,14:50,MA1102,0,0,No hay
MA1103,Cálculo y álgebra lineal,17,4,MIE,18:00,19:50,VIE,18:00,19:50,MA1102,0,0,No hay
MA1103,Cálculo y álgebra lineal,15,4,MIE,16:00,17:50,VIE,16:00,17:50,MA1102,0,0,No hay
MA1403,Matemática discreta,6,4,MIE,07:30,09:20,VIE,07:30,09:20,No hay,0,0,No hay
MA1403,Matemática discreta,2,4,MIE,09:30,11:20,VIE,09:30,11:20,No hay,0,0,No hay
MA1403,Matemática discreta,5,4,JUE,15:00,16:50,MAR,15:00,16:50,No hay,0,0,No hay
MA1403,Matemática discreta,4,4,JUE,13:00,14:50,MAR,13:00,14:50,No hay,0,0,No hay
MA1403,Matemática discreta,1,4,MIE,07:30,09:20,VIE,07:30,09:20,No hay,0,0,No hay
MA1403,Matemática discreta,3,4,JUE,18:00,19:50,MAR,18:00,19:50,No hay,0,0,No hay
MA2104,Cálculo superior,2,4,JUE,18:00,19:50,MAR,18:00,19:50,MA1103,0,0,No hay
MA2104,Cálculo superior,7,4,JUE,13:00,14:50,MAR,13:00,14:50,MA1103,0,0,No hay
MA2104,Cálculo superior,6,4,SAB,07:30,11:20,,,,MA1103,0,0,No hay
MA2104,Cálculo superior,4,4,JUE,09:30,11:20,MAR,09:30,11:20,MA1103,0,0,No hay
MA2104,Cálculo superior,1,4,MIE,09:30,11:20,VIE,09:30,11:20,MA1103,0,0,No hay
MA2104,Cálculo superior,5,4,MIE,18:00,19:50,VIE,18:00,19:50,MA1103,0,0,No hay
MA2104,Cálculo superior,3,4,MIE,15:00,16:50,VIE,15:00,16:50,MA1103,0,0,No hay
PI2609,Probabilidad y estadística,2,2,MIE,13:00,15:50,,,,MA2104,0,0,No hay
PI2609,Probabilidad y estadística,3,2,JUE,13:00,15:50,,,,MA2104,0,0,No hay
PI2609,Probabilidad y estadística,1,2,LUN,07:30,10:20,,,,MA2104,0,0,No hay
QU1102,Laboratorio de química básica I,2,1,MAR,09:30,11:20,,,,No hay,0,0,QU1106
QU1102,Laboratorio de química básica I,3,1,MAR,13:00,14:50,,,,No hay,0,0,QU1106
QU1102,Laboratorio de química básica I,11,1,JUE,13:00,14:50,,,,No hay,0,0,QU1106
QU1102,Laboratorio de química básica I,8,1,MIE,15:00,16:50,,,,No hay,0,0,QU1106
QU1102,Laboratorio de química básica I,15,1,VIE,13:00,14:50,,,,No hay,0,0,QU1106
QU1102,Laboratorio de química básica I,4,1,MAR,15:00,16:50,,,,No hay,0,0,QU1106
QU1102,Laboratorio de química básica I,5,1,MIE,07:30,09:20,,,,No hay,0,0,QU1106
QU1102,Laboratorio de química básica I,6,1,MIE,09:30,11:20,,,,No hay,0,0,QU1106
QU1102,Laboratorio de química básica I,7,1,MIE,13:00,14:50,,,,No hay,0,0,QU1106
QU1102,Laboratorio de química básica I,9,1,JUE,07:30,09:20,,,,No hay,0,0,QU1106
QU1102,Laboratorio de química básica I,10,1,JUE,09:30,11:20,,,,No hay,0,0,QU1106
QU1102,Laboratorio de química básica I,1,1,MAR,07:30,09:20,,,,No hay,0,0,QU1106
QU1102,Laboratorio de química básica I,13,1,VIE,07:30,09:20,,,,No hay,0,0,QU1106
QU1106,Química básica I,2,3,JUE,07:30,09:20,MAR,07:30,09:20,No hay,0,0,QU1102
QU1106,Química básica I,1,3,JUE,07:30,09:20,MAR,07:30,09:20,No hay,0,0,QU1102
QU1106,Química básica I,3,3,JUE,09:30,11:20,MAR,09:30,11:20,No hay,0,0,QU1102
QU1106,Química básica I,9,3,MIE,09:30,11:20,VIE,09:30,11:20,No hay,0,0,QU1102
QU1106,Química básica I,7,3,JUE,15:00,16:50,MAR,15:00,16:50,No hay,0,0,QU1102
QU1106,Química básica I,5,3,JUE,13:00,14:50,MAR,13:00,14:50,No hay,0,0,QU1102
QU1106,Química básica I,11,3,MIE,13:00,14:50,VIE,13:00,14:50,No hay,0,0,QU1102
SE1101,Artes dramáticas,1,0,LUN,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1101,Artes dramáticas,1,0,LUN,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1101,Artes dramáticas,2,0,MAR,17:00,18:50,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1102,Acción social,2,0,LUN,18:00,19:50,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1102,Acción social,6,0,MAR,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1102,Acción social,2,0,LUN,18:00,19:50,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1102,Acción social,6,0,MAR,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1102,Acción social,1,0,LUN,07:30,09:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1102,Acción social,5,0,MIE,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1102,Acción social,1,0,LUN,07:30,09:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1102,Acción social,5,0,MIE,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1103,Danza,1,0,JUE,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1104,Artes visuales,1,0,LUN,17:00,18:50,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1104,Artes visuales,2,0,MAR,17:00,18:50,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1104,Artes visuales,1,0,LUN,17:00,18:50,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1104,Artes visuales,2,0,MAR,17:00,18:50,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1105,Artes musicales,1,0,LUN,07:30,09:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1105,Artes musicales,8,0,VIE,13:00,14:50,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1105,Artes musicales,1,0,LUN,07:30,09:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1105,Artes musicales,8,0,VIE,13:00,14:50,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1105,Artes musicales,5,0,MAR,17:00,18:50,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1105,Artes musicales,6,0,JUE,15:00,16:50,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1105,Artes musicales,5,0,MAR,17:00,18:50,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1105,Artes musicales,6,0,JUE,15:00,16:50,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1105,Artes musicales,2,0,MAR,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1105,Artes musicales,7,0,JUE,18:00,19:50,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1105,Artes musicales,2,0,MAR,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1105,Artes musicales,7,0,JUE,18:00,19:50,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1106,Apreciación literaria,1,0,MAR,07:30,09:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1106,Apreciación literaria,1,0,MAR,07:30,09:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1107,Apreciación de cine,1,0,MAR,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1107,Apreciación de cine,2,0,VIE,13:00,14:50,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1109,Dinámica de la cultura,1,0,LUN,07:30,09:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1109,Dinámica de la cultura,2,0,MIE,07:30,09:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1109,Dinámica de la cultura,1,0,LUN,07:30,09:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1109,Dinámica de la cultura,2,0,MIE,07:30,09:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1201,Atletismo,1,0,MAR,07:30,09:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1201,Atletismo,2,0,MIE,07:30,09:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1201,Atletismo,1,0,MAR,07:30,09:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1201,Atletismo,2,0,MIE,07:30,09:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1204,Natación,5,0,MIE,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1204,Natación,1,0,LUN,07:30,09:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1204,Natación,2,0,LUN,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1204,Natación,1,0,LUN,07:30,09:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1204,Natación,2,0,LUN,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1204,Natación,9,0,JUE,17:00,18:50,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1204,Natación,6,0,MIE,13:00,14:50,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1204,Natación,7,0,MIE,15:00,16:50,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1204,Natación,8,0,JUE,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1204,Natación,6,0,MIE,13:00,14:50,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1204,Natación,7,0,MIE,15:00,16:50,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1204,Natación,8,0,JUE,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1205,Juegos y deportes en conjunto,5,0,MIE,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1205,Juegos y deportes en conjunto,2,0,MAR,07:30,09:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
